Geneid,PD_117_R10_S05#,PD_117_R11_S05#,PD_117_R12_S05#,PD_117_R13_S05#,PD_117_R14_S05#,PD_117_R15_S05#,PD_117_R16_S05#,PD_117_R5_S05#1,PD_117_R6_S05#1,PD_117_R7_S05#1,PD_117_R8_S05#1,PD_117_R9_S05#1
b4509,-0.145153926,0.415419546,0.42989902300000005,-0.08644514000000003,0.41088550700000004,-0.820992614,-0.08383090100000001,-0.15246260600000006,0.2993291370000001,-0.14686653100000002,0.332357828,0.324542424
b0551,0.6721233863333336,0.045476541333333564,0.16330207033333344,-0.08232712566666645,0.47938570833333327,-0.08532601966666653,0.21999895133333358,-0.00026671166666658586,-0.09986629866666652,0.10013301033333355,0.4428504033333336,0.28357611933333327
b0553,-0.15807796599999957,-1.8992098009999996,-1.7439862430000002,-1.6718150539999996,-1.6134688729999995,-1.8928763120000003,-2.0602314469999996,0.006919825999999851,-0.03638602299999949,0.029466197000000527,-0.1422896680000001,-0.22525319499999963
b0552,0.21424938033333252,0.23101896233333274,0.15859321533333315,0.24279067433333257,0.24222670633333276,0.1285966253333326,0.15397048033333238,0.04423791433333246,-0.01357662966666684,-0.0306612846666674,0.09230450833333315,0.042224238333332664
b0554,0.2711798516666666,-0.9132332813333337,-1.2056664933333336,-0.9305513793333335,-1.6059631633333336,-0.12347780633333372,-0.11527030333333377,0.14509347466666656,0.2503768526666663,-0.39547032733333354,-0.06295869233333384,-0.5577153683333336
b0555,0.3245199913333332,0.3735133513333331,0.4689613613333332,0.34721050733333314,0.47567337033333335,0.30531766233333313,0.39003571233333334,-0.32990525166666673,0.23211683233333336,0.09778841933333338,-0.18337179866666675,0.23490380633333308
b0556,-0.03561299566666665,0.5467057413333334,-0.08906823266666664,0.5269351393333332,0.0502609753333334,0.7174002563333333,0.8957325593333334,0.0856078773333333,-0.047810750666666735,-0.03779712666666668,0.45244824233333336,1.2620550613333332
b4510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0557,-0.02194857166666675,2.522688825333333,1.7516768743333333,1.7011369293333332,2.1251222473333335,2.280015407333333,2.318202505333333,-0.1663836396666667,-0.03979104866666683,0.2061746883333333,0.33930090433333304,-1.7411520196666668
b0558,0.269021649,0.0,0.0,0.0,0.300241745,0.295210973,0.0,0.0,0.0,0.0,0.0,0.0
b0559,0.5865259379999999,0.7431264190000002,1.61770439,0.8031060270000001,0.981731667,1.1006697390000002,1.4699657080000001,0.3833222840000001,-0.779111001,0.39578871699999985,-0.986723577,-0.05188207200000017
b4589,0.7819669983333335,0.6411242123333336,0.8686811913333337,0.3760975373333335,0.5194646883333336,1.4305938153333333,1.5017292123333332,-0.04135934666666663,-0.20898157766666658,0.25034092433333344,0.5176908903333333,0.5058950093333334
b0560,0.3090985163333334,0.05646793133333339,0.31731098533333324,0.04231089633333329,0.6041384963333333,0.1674815953333334,0.04533461733333333,-0.16475842066666668,0.19257675433333332,-0.02781833366666664,0.6837349983333333,-0.14938293766666666
b4634,-0.5905677263333333,0.008083836666666677,0.39800897866666674,0.46061810366666656,0.0026930646666667446,0.3527545706666668,-0.008261799333333375,0.0016661246666667129,0.11551937266666656,-0.11718549733333328,0.26894997166666657,-0.24333253833333335
b0561,0.11508225699999997,-0.096562904,0.20746443599999997,0.529216588,0.19229949400000002,0.5267267620000001,0.31052501,-0.317072975,-0.023438683999999932,0.340511659,-0.0007348000000000354,0.12394902399999996
